# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; sales transactions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# number_predictions; 20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; P798
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# name_prefix; transactions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; Hits_te__jdit_graph(n_components=5)
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P798;P586;P500;P207;P368;P791
6.0;7.0;8.0;2.0;0.0;4.0
0.0;2.0;8.0;5.0;5.0;3.0
3.0;4.0;3.0;8.0;5.0;4.0
1.0;6.0;4.0;7.0;3.0;2.0
0.0;8.0;13.0;3.0;2.0;6.0
2.0;8.0;9.0;5.0;2.0;6.0
1.0;7.0;5.0;2.0;6.0;6.0
3.0;3.0;6.0;6.0;5.0;7.0
1.0;3.0;10.0;7.0;7.0;6.0
3.0;8.0;8.0;6.0;2.0;4.0
0.0;6.0;10.0;10.0;7.0;5.0
1.0;4.0;4.0;2.0;2.0;2.0
4.0;4.0;12.0;10.0;9.0;5.0
3.0;4.0;6.0;5.0;6.0;4.0
2.0;13.0;11.0;4.0;3.0;4.0
1.0;3.0;7.0;7.0;4.0;9.0
4.0;6.0;5.0;7.0;4.0;5.0
1.0;8.0;6.0;6.0;5.0;10.0
1.0;4.0;8.0;4.0;5.0;5.0
4.0;8.0;3.0;5.0;9.0;7.0
1.0;5.0;6.0;3.0;5.0;5.0
1.0;10.0;7.0;5.0;11.0;7.0
2.0;7.0;4.0;7.0;4.0;8.0
5.0;9.0;9.0;7.0;11.0;7.0
5.0;13.0;8.0;10.0;7.0;12.0
4.0;14.0;4.0;11.0;12.0;9.0
2.0;6.0;6.0;1.0;2.0;3.0
3.0;4.0;7.0;3.0;2.0;8.0
0.0;7.0;5.0;4.0;1.0;6.0
2.0;5.0;6.0;4.0;9.0;3.0
2.0;7.0;8.0;5.0;5.0;5.0
3.0;4.0;7.0;4.0;1.0;3.0
4.0;4.0;4.0;2.0;2.0;2.0
3.0;8.0;4.0;4.0;4.0;4.0
1.0;5.0;8.0;5.0;3.0;2.0
2.0;2.0;6.0;5.0;3.0;6.0
2.0;3.0;4.0;3.0;3.0;4.0
2.0;5.0;8.0;5.0;6.0;4.0
2.0;4.0;7.0;9.0;5.0;3.0
4.0;4.0;4.0;3.0;1.0;5.0
3.0;7.0;4.0;1.0;4.0;2.0
0.0;8.0;2.0;5.0;7.0;8.0
3.0;3.0;5.0;7.0;9.0;4.0
0.0;2.0;6.0;5.0;4.0;8.0
3.0;6.0;5.0;7.0;6.0;3.0
1.0;2.0;3.0;9.0;9.0;6.0
5.0;7.0;4.0;8.0;6.0;6.0
2.0;5.0;5.0;3.0;9.0;4.0
2.0;4.0;3.0;6.0;6.0;4.0
2.0;5.0;5.0;10.0;9.0;13.0
2.0;12.0;8.0;10.0;11.0;6.0
5.0;11.0;6.0;12.0;12.0;13.0
0.0;2.0;2.0;1.0;0.0;2.0
6.0;14.0;13.0;12.0;12.0;13.0
1.0;0.42;0.55;0.09;0.0;0.18
0.0;0.0;0.55;0.36;0.42;0.09
0.5;0.17;0.09;0.64;0.42;0.18
0.17;0.33;0.18;0.55;0.25;0.0
0.0;0.5;1.0;0.18;0.17;0.36
0.33;0.5;0.64;0.36;0.17;0.36
0.17;0.42;0.27;0.09;0.5;0.36
0.5;0.08;0.36;0.45;0.42;0.45
0.17;0.08;0.73;0.55;0.58;0.36
0.5;0.5;0.55;0.45;0.17;0.18
0.0;0.33;0.73;0.82;0.58;0.27
0.17;0.17;0.18;0.09;0.17;0.0
0.67;0.17;0.91;0.82;0.75;0.27
0.5;0.17;0.36;0.36;0.5;0.18
0.33;0.92;0.82;0.27;0.25;0.18
0.17;0.08;0.45;0.55;0.33;0.64
0.67;0.33;0.27;0.55;0.33;0.27
0.17;0.5;0.36;0.45;0.42;0.73
0.17;0.17;0.55;0.27;0.42;0.27
0.67;0.5;0.09;0.36;0.75;0.45
0.17;0.25;0.36;0.18;0.42;0.27
0.17;0.67;0.45;0.36;0.92;0.45
0.33;0.42;0.18;0.55;0.33;0.55
0.83;0.58;0.64;0.55;0.92;0.45
0.83;0.92;0.55;0.82;0.58;0.91
0.67;1.0;0.18;0.91;1.0;0.64
0.33;0.33;0.36;0.0;0.17;0.09
0.5;0.17;0.45;0.18;0.17;0.55
0.0;0.42;0.27;0.27;0.08;0.36
0.33;0.25;0.36;0.27;0.75;0.09
0.33;0.42;0.55;0.36;0.42;0.27
0.5;0.17;0.45;0.27;0.08;0.09
0.67;0.17;0.18;0.09;0.17;0.0
0.5;0.5;0.18;0.27;0.33;0.18
0.17;0.25;0.55;0.36;0.25;0.0
0.33;0.0;0.36;0.36;0.25;0.36
0.33;0.08;0.18;0.18;0.25;0.18
0.33;0.25;0.55;0.36;0.5;0.18
0.33;0.17;0.45;0.73;0.42;0.09
0.67;0.17;0.18;0.18;0.08;0.27
0.5;0.42;0.18;0.0;0.33;0.0
0.0;0.5;0.0;0.36;0.58;0.55
0.5;0.08;0.27;0.55;0.75;0.18
0.0;0.0;0.36;0.36;0.33;0.55
0.5;0.33;0.27;0.55;0.5;0.09
0.17;0.0;0.09;0.73;0.75;0.36
0.83;0.42;0.18;0.64;0.5;0.36
0.33;0.25;0.27;0.18;0.75;0.18
0.33;0.17;0.09;0.45;0.5;0.18
0.33;0.25;0.27;0.82;0.75;1.0
0.33;0.83;0.55;0.82;0.92;0.36
0.83;0.75;0.36;1.0;1.0;1.0
