# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; sales transactions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# number_predictions; 20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; P534
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# name_prefix; transactions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; Hits_granger__graph(n_components=5)
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P534;P380;P433;P218;P234;P11
6.0;0.0;2.0;0.0;0.0;15.0
10.0;0.0;4.0;0.0;0.0;7.0
9.0;0.0;5.0;0.0;0.0;15.0
7.0;0.0;3.0;0.0;0.0;14.0
7.0;0.0;2.0;0.0;1.0;17.0
9.0;0.0;2.0;0.0;0.0;7.0
8.0;0.0;1.0;0.0;0.0;10.0
8.0;0.0;5.0;1.0;0.0;16.0
13.0;0.0;3.0;0.0;0.0;11.0
11.0;0.0;5.0;0.0;0.0;8.0
8.0;0.0;6.0;0.0;0.0;8.0
5.0;0.0;5.0;0.0;0.0;10.0
7.0;0.0;2.0;0.0;0.0;10.0
9.0;0.0;7.0;0.0;0.0;12.0
10.0;0.0;4.0;0.0;0.0;10.0
7.0;0.0;5.0;0.0;0.0;16.0
10.0;0.0;2.0;0.0;0.0;13.0
18.0;0.0;3.0;0.0;0.0;10.0
16.0;0.0;3.0;0.0;0.0;13.0
13.0;0.0;3.0;0.0;0.0;13.0
12.0;0.0;2.0;0.0;0.0;18.0
7.0;0.0;5.0;0.0;1.0;12.0
10.0;0.0;10.0;0.0;0.0;15.0
9.0;0.0;8.0;0.0;0.0;9.0
19.0;0.0;6.0;0.0;0.0;8.0
17.0;0.0;5.0;0.0;0.0;5.0
5.0;0.0;1.0;0.0;0.0;11.0
8.0;0.0;1.0;0.0;0.0;8.0
12.0;0.0;2.0;0.0;0.0;9.0
3.0;0.0;4.0;0.0;0.0;10.0
3.0;0.0;3.0;0.0;0.0;7.0
11.0;0.0;4.0;0.0;0.0;12.0
10.0;0.0;3.0;0.0;0.0;12.0
7.0;0.0;3.0;0.0;0.0;9.0
7.0;0.0;3.0;0.0;0.0;16.0
10.0;0.0;4.0;0.0;0.0;11.0
9.0;0.0;3.0;0.0;0.0;12.0
8.0;0.0;2.0;0.0;0.0;10.0
7.0;0.0;10.0;0.0;0.0;6.0
8.0;0.0;7.0;1.0;0.0;19.0
2.0;0.0;2.0;0.0;0.0;6.0
4.0;0.0;1.0;0.0;0.0;12.0
6.0;0.0;2.0;0.0;0.0;11.0
6.0;0.0;5.0;0.0;0.0;16.0
14.0;0.0;6.0;0.0;0.0;12.0
9.0;0.0;2.0;0.0;0.0;11.0
6.0;0.0;3.0;0.0;0.0;13.0
12.0;0.0;4.0;0.0;0.0;8.0
10.0;0.0;3.0;1.0;0.0;17.0
11.0;1.0;7.0;0.0;0.0;10.0
9.0;0.0;3.0;0.0;2.0;10.0
10.0;2.0;16.0;2.0;0.0;21.0
2.0;0.0;1.0;0.0;0.0;5.0
19.0;2.0;16.0;2.0;2.0;21.0
0.24;0.0;0.07;0.0;0.0;0.63
0.47;0.0;0.2;0.0;0.0;0.13
0.41;0.0;0.27;0.0;0.0;0.63
0.29;0.0;0.13;0.0;0.0;0.56
0.29;0.0;0.07;0.0;0.5;0.75
0.41;0.0;0.07;0.0;0.0;0.13
0.35;0.0;0.0;0.0;0.0;0.31
0.35;0.0;0.27;0.5;0.0;0.69
0.65;0.0;0.13;0.0;0.0;0.38
0.53;0.0;0.27;0.0;0.0;0.19
0.35;0.0;0.33;0.0;0.0;0.19
0.18;0.0;0.27;0.0;0.0;0.31
0.29;0.0;0.07;0.0;0.0;0.31
0.41;0.0;0.4;0.0;0.0;0.44
0.47;0.0;0.2;0.0;0.0;0.31
0.29;0.0;0.27;0.0;0.0;0.69
0.47;0.0;0.07;0.0;0.0;0.5
0.94;0.0;0.13;0.0;0.0;0.31
0.82;0.0;0.13;0.0;0.0;0.5
0.65;0.0;0.13;0.0;0.0;0.5
0.59;0.0;0.07;0.0;0.0;0.81
0.29;0.0;0.27;0.0;0.5;0.44
0.47;0.0;0.6;0.0;0.0;0.63
0.41;0.0;0.47;0.0;0.0;0.25
1.0;0.0;0.33;0.0;0.0;0.19
0.88;0.0;0.27;0.0;0.0;0.0
0.18;0.0;0.0;0.0;0.0;0.38
0.35;0.0;0.0;0.0;0.0;0.19
0.59;0.0;0.07;0.0;0.0;0.25
0.06;0.0;0.2;0.0;0.0;0.31
0.06;0.0;0.13;0.0;0.0;0.13
0.53;0.0;0.2;0.0;0.0;0.44
0.47;0.0;0.13;0.0;0.0;0.44
0.29;0.0;0.13;0.0;0.0;0.25
0.29;0.0;0.13;0.0;0.0;0.69
0.47;0.0;0.2;0.0;0.0;0.38
0.41;0.0;0.13;0.0;0.0;0.44
0.35;0.0;0.07;0.0;0.0;0.31
0.29;0.0;0.6;0.0;0.0;0.06
0.35;0.0;0.4;0.5;0.0;0.88
0.0;0.0;0.07;0.0;0.0;0.06
0.12;0.0;0.0;0.0;0.0;0.44
0.24;0.0;0.07;0.0;0.0;0.38
0.24;0.0;0.27;0.0;0.0;0.69
0.71;0.0;0.33;0.0;0.0;0.44
0.41;0.0;0.07;0.0;0.0;0.38
0.24;0.0;0.13;0.0;0.0;0.5
0.59;0.0;0.2;0.0;0.0;0.19
0.47;0.0;0.13;0.5;0.0;0.75
0.53;0.5;0.4;0.0;0.0;0.31
0.41;0.0;0.13;0.0;1.0;0.31
0.47;1.0;1.0;1.0;0.0;1.0
