# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; sales transactions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# number_predictions; 20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; P139
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# name_prefix; transactions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; Hits_te__jdit_graph(n_components=5)
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P139;P300;P571;P431;P791;P315
32.0;6.0;4.0;3.0;4.0;5.0
36.0;7.0;3.0;6.0;3.0;7.0
32.0;3.0;6.0;4.0;4.0;2.0
38.0;1.0;6.0;2.0;2.0;5.0
47.0;8.0;4.0;5.0;6.0;7.0
31.0;9.0;6.0;6.0;6.0;8.0
48.0;2.0;8.0;8.0;6.0;3.0
27.0;6.0;10.0;8.0;7.0;6.0
41.0;4.0;4.0;8.0;6.0;5.0
36.0;3.0;2.0;7.0;4.0;1.0
31.0;2.0;2.0;8.0;5.0;4.0
34.0;8.0;10.0;7.0;2.0;1.0
47.0;5.0;2.0;13.0;5.0;2.0
39.0;0.0;7.0;4.0;4.0;2.0
38.0;9.0;3.0;1.0;4.0;8.0
38.0;3.0;5.0;5.0;9.0;5.0
47.0;4.0;8.0;6.0;5.0;4.0
36.0;2.0;7.0;8.0;10.0;2.0
41.0;2.0;6.0;9.0;5.0;6.0
44.0;1.0;5.0;9.0;7.0;4.0
40.0;5.0;3.0;8.0;5.0;2.0
35.0;6.0;5.0;11.0;7.0;6.0
40.0;4.0;5.0;10.0;8.0;1.0
32.0;3.0;12.0;9.0;7.0;13.0
31.0;2.0;8.0;12.0;12.0;3.0
37.0;2.0;13.0;11.0;9.0;1.0
24.0;4.0;4.0;1.0;3.0;5.0
32.0;5.0;4.0;5.0;8.0;4.0
25.0;6.0;4.0;4.0;6.0;4.0
23.0;1.0;3.0;4.0;3.0;5.0
28.0;4.0;3.0;4.0;5.0;3.0
28.0;7.0;7.0;2.0;3.0;0.0
21.0;1.0;0.0;3.0;2.0;3.0
39.0;5.0;3.0;7.0;4.0;2.0
36.0;2.0;1.0;1.0;2.0;2.0
30.0;5.0;5.0;9.0;6.0;3.0
29.0;5.0;8.0;4.0;4.0;10.0
27.0;6.0;2.0;4.0;4.0;3.0
23.0;6.0;7.0;5.0;3.0;2.0
23.0;6.0;3.0;6.0;5.0;4.0
30.0;4.0;5.0;5.0;2.0;3.0
31.0;4.0;3.0;1.0;8.0;2.0
27.0;1.0;4.0;6.0;4.0;4.0
32.0;6.0;2.0;8.0;8.0;4.0
23.0;5.0;4.0;4.0;3.0;2.0
25.0;2.0;10.0;5.0;6.0;6.0
38.0;4.0;5.0;6.0;6.0;3.0
24.0;3.0;7.0;5.0;4.0;1.0
23.0;9.0;6.0;5.0;4.0;2.0
32.0;3.0;9.0;7.0;13.0;4.0
35.0;6.0;3.0;6.0;6.0;4.0
24.0;6.0;11.0;14.0;13.0;9.0
21.0;0.0;0.0;1.0;2.0;0.0
48.0;9.0;13.0;14.0;13.0;13.0
0.41;0.67;0.31;0.15;0.18;0.38
0.56;0.78;0.23;0.38;0.09;0.54
0.41;0.33;0.46;0.23;0.18;0.15
0.63;0.11;0.46;0.08;0.0;0.38
0.96;0.89;0.31;0.31;0.36;0.54
0.37;1.0;0.46;0.38;0.36;0.62
1.0;0.22;0.62;0.54;0.36;0.23
0.22;0.67;0.77;0.54;0.45;0.46
0.74;0.44;0.31;0.54;0.36;0.38
0.56;0.33;0.15;0.46;0.18;0.08
0.37;0.22;0.15;0.54;0.27;0.31
0.48;0.89;0.77;0.46;0.0;0.08
0.96;0.56;0.15;0.92;0.27;0.15
0.67;0.0;0.54;0.23;0.18;0.15
0.63;1.0;0.23;0.0;0.18;0.62
0.63;0.33;0.38;0.31;0.64;0.38
0.96;0.44;0.62;0.38;0.27;0.31
0.56;0.22;0.54;0.54;0.73;0.15
0.74;0.22;0.46;0.62;0.27;0.46
0.85;0.11;0.38;0.62;0.45;0.31
0.7;0.56;0.23;0.54;0.27;0.15
0.52;0.67;0.38;0.77;0.45;0.46
0.7;0.44;0.38;0.69;0.55;0.08
0.41;0.33;0.92;0.62;0.45;1.0
0.37;0.22;0.62;0.85;0.91;0.23
0.59;0.22;1.0;0.77;0.64;0.08
0.11;0.44;0.31;0.0;0.09;0.38
0.41;0.56;0.31;0.31;0.55;0.31
0.15;0.67;0.31;0.23;0.36;0.31
0.07;0.11;0.23;0.23;0.09;0.38
0.26;0.44;0.23;0.23;0.27;0.23
0.26;0.78;0.54;0.08;0.09;0.0
0.0;0.11;0.0;0.15;0.0;0.23
0.67;0.56;0.23;0.46;0.18;0.15
0.56;0.22;0.08;0.0;0.0;0.15
0.33;0.56;0.38;0.62;0.36;0.23
0.3;0.56;0.62;0.23;0.18;0.77
0.22;0.67;0.15;0.23;0.18;0.23
0.07;0.67;0.54;0.31;0.09;0.15
0.07;0.67;0.23;0.38;0.27;0.31
0.33;0.44;0.38;0.31;0.0;0.23
0.37;0.44;0.23;0.0;0.55;0.15
0.22;0.11;0.31;0.38;0.18;0.31
0.41;0.67;0.15;0.54;0.55;0.31
0.07;0.56;0.31;0.23;0.09;0.15
0.15;0.22;0.77;0.31;0.36;0.46
0.63;0.44;0.38;0.38;0.36;0.23
0.11;0.33;0.54;0.31;0.18;0.08
0.07;1.0;0.46;0.31;0.18;0.15
0.41;0.33;0.69;0.46;1.0;0.31
0.52;0.67;0.23;0.38;0.36;0.31
0.11;0.67;0.85;1.0;1.0;0.69
